&&cores&RAM perf (stream read)&cache L2&dt&flops
СКИФ Cyberia&5150&2&2.93&4096&1.882&1.17
МВС-100К&E5450&4&4.03&12288&0.878&5.01
СКИФМГУ&Xeon E5472&4&2.7&6144&0.423&10.41
НГУ&5355&4&2.1&4096&1.196&3.68
