n01p267.cluster         0.00000E+00    0.90599E-03    0.23470E-02    0.99182E-04    0.69857E-04    0.91076E-04    0.63896E-04    0.45061E-04    0.23239E-02    0.46015E-04    0.56982E-04    0.65088E-04    0.51022E-04    0.54121E-04    0.76056E-04    0.46968E-04    0.64850E-04    0.51022E-04    0.43893E-03    0.46968E-04    0.45061E-04    0.56982E-04    0.45061E-04    0.60081E-04    0.46968E-04    0.46015E-04    0.47922E-04    0.46968E-04    0.72002E-04    0.46968E-04    0.54121E-04    0.46968E-04    0.77963E-04    0.71049E-04    0.62227E-04    0.46968E-04    0.61989E-04    0.53167E-04    0.56982E-04    0.48876E-04    0.53883E-04    0.49829E-04    0.52214E-04    0.56028E-04    0.47207E-04    0.70095E-04    0.51022E-04    0.51022E-04    0.57936E-04    0.53167E-04    0.61989E-04    0.45776E-04    0.51975E-04    0.53167E-04    0.55075E-04    0.57936E-04    0.61989E-04    0.73910E-04    0.62943E-04    0.61989E-04    0.64850E-04    0.61989E-04    0.56028E-04    0.55075E-04    0.83923E-04    0.54121E-04    0.62943E-04    0.62943E-04    0.58174E-04    0.51975E-04    0.50068E-04    0.47922E-04    0.49829E-04    0.48161E-04    0.46015E-04    0.52929E-04    0.48161E-04    0.46015E-04    0.49114E-04    0.49829E-04    0.42915E-04    0.51022E-04    0.45061E-04    0.51975E-04    0.77009E-04    0.47922E-04    0.44107E-04    0.48876E-04    0.46968E-04    0.49114E-04    0.56028E-04    0.54121E-04    0.77963E-04    0.47922E-04    0.53167E-04    0.46015E-04    0.79155E-04    0.57936E-04    0.75102E-04    0.82016E-04
n01p267.cluster         0.72956E-04    0.00000E+00    0.20981E-04    0.16928E-04    0.23127E-04    0.16928E-04    0.61312E-02    0.59710E-02    0.61450E-02    0.23127E-04    0.61350E-02    0.61932E-02    0.62060E-02    0.60389E-02    0.60120E-02    0.61979E-02    0.61619E-02    0.21935E-04    0.64168E-02    0.62561E-02    0.63810E-02    0.63100E-02    0.63350E-02    0.63400E-02    0.63858E-02    0.60432E-02    0.62461E-02    0.62370E-02    0.68018E-02    0.65360E-02    0.67270E-02    0.69180E-02    0.68920E-02    0.24080E-04    0.62962E-02    0.67689E-02    0.70560E-02    0.36001E-04    0.61569E-02    0.65999E-02    0.67968E-02    0.65200E-02    0.67391E-02    0.64721E-02    0.64750E-02    0.61159E-02    0.63269E-02    0.64662E-02    0.61800E-02    0.60389E-02    0.62032E-02    0.61522E-02    0.59578E-02    0.57790E-02    0.60940E-02    0.59271E-02    0.22173E-04    0.17881E-04    0.14782E-04    0.15020E-04    0.15020E-04    0.16928E-04    0.61100E-02    0.61080E-02    0.58920E-02    0.25034E-04    0.59249E-02    0.63272E-02    0.58692E-02    0.36955E-04    0.64292E-02    0.61791E-02    0.65122E-02    0.60461E-02    0.66352E-02    0.68209E-02    0.63870E-02    0.64890E-02    0.62830E-02    0.64061E-02    0.61491E-02    0.63350E-02    0.63629E-02    0.63040E-02    0.62339E-02    0.37909E-04    0.60551E-02    0.63360E-02    0.62370E-02    0.60489E-02    0.66411E-02    0.67170E-02    0.64251E-02    0.65088E-04    0.64778E-02    0.67220E-02    0.60320E-02    0.72956E-04    0.60871E-02    0.62943E-04
n01p267.cluster         0.51975E-04    0.31948E-04    0.00000E+00    0.36955E-04    0.15974E-04    0.27895E-04    0.45061E-04    0.59650E-02    0.60370E-02    0.63028E-02    0.44823E-04    0.63598E-02    0.61080E-02    0.58479E-02    0.58801E-02    0.62289E-02    0.60551E-02    0.59819E-02    0.45061E-04    0.60790E-02    0.62411E-02    0.62060E-02    0.62759E-02    0.60060E-02    0.61278E-02    0.59488E-02    0.61920E-02    0.63899E-02    0.61491E-02    0.59781E-02    0.61882E-02    0.61860E-02    0.60651E-02    0.66860E-02    0.45061E-04    0.62499E-02    0.61719E-02    0.63291E-02    0.53883E-04    0.61901E-02    0.62721E-02    0.61660E-02    0.59659E-02    0.60430E-02    0.63109E-02    0.61672E-02    0.64878E-02    0.60730E-02    0.66972E-02    0.62718E-02    0.62649E-02    0.64728E-02    0.62959E-02    0.64871E-02    0.63469E-02    0.61600E-02    0.34094E-04    0.31948E-04    0.15974E-04    0.28849E-04    0.30041E-04    0.30994E-04    0.61710E-02    0.62962E-02    0.63438E-02    0.65930E-02    0.46968E-04    0.59912E-02    0.63090E-02    0.61350E-02    0.60081E-04    0.61719E-02    0.61610E-02    0.59810E-02    0.61800E-02    0.64220E-02    0.60871E-02    0.60899E-02    0.57762E-02    0.60279E-02    0.64778E-02    0.61991E-02    0.59941E-02    0.61469E-02    0.64719E-02    0.60031E-02    0.41008E-04    0.61021E-02    0.60441E-02    0.59829E-02    0.59400E-02    0.61781E-02    0.58789E-02    0.64061E-02    0.46015E-04    0.59988E-02    0.60532E-02    0.62070E-02    0.56028E-04    0.62411E-02
n01p267.cluster         0.12803E-03    0.52929E-04    0.29087E-04    0.00000E+00    0.16212E-04    0.13113E-04    0.64290E-02    0.31948E-04    0.60170E-02    0.62828E-02    0.60830E-02    0.35048E-04    0.60840E-02    0.61610E-02    0.59669E-02    0.58150E-02    0.63810E-02    0.60539E-02    0.64301E-02    0.37909E-04    0.60899E-02    0.59490E-02    0.60599E-02    0.64001E-02    0.62070E-02    0.58599E-02    0.59760E-02    0.58551E-02    0.60999E-02    0.59659E-02    0.58820E-02    0.59500E-02    0.59280E-02    0.62730E-02    0.64039E-02    0.35048E-04    0.61519E-02    0.59669E-02    0.60289E-02    0.66996E-04    0.65632E-02    0.61421E-02    0.58908E-02    0.59750E-02    0.59390E-02    0.62771E-02    0.62568E-02    0.61140E-02    0.59900E-02    0.60101E-02    0.62590E-02    0.63250E-02    0.60539E-02    0.63479E-02    0.62320E-02    0.59190E-02    0.20027E-04    0.17881E-04    0.15020E-04    0.14067E-04    0.14067E-04    0.16928E-04    0.58761E-02    0.62401E-02    0.60689E-02    0.59590E-02    0.63429E-02    0.38147E-04    0.61440E-02    0.60050E-02    0.59330E-02    0.56028E-04    0.62072E-02    0.61030E-02    0.60141E-02    0.62158E-02    0.60160E-02    0.61970E-02    0.60482E-02    0.61600E-02    0.60220E-02    0.61631E-02    0.58129E-02    0.58770E-02    0.62981E-02    0.61929E-02    0.61929E-02    0.56982E-04    0.59500E-02    0.59860E-02    0.61660E-02    0.59378E-02    0.57888E-02    0.60420E-02    0.64890E-02    0.66996E-04    0.58439E-02    0.61421E-02    0.59309E-02    0.61989E-04
n01p267.cluster         0.61989E-04    0.25988E-04    0.24080E-04    0.35048E-04    0.00000E+00    0.16928E-04    0.47922E-04    0.58370E-02    0.47922E-04    0.61061E-02    0.59421E-02    0.59769E-02    0.40054E-04    0.58839E-02    0.62339E-02    0.59600E-02    0.59049E-02    0.59640E-02    0.60301E-02    0.63250E-02    0.40054E-04    0.60470E-02    0.61500E-02    0.61879E-02    0.63400E-02    0.59850E-02    0.60849E-02    0.63920E-02    0.62959E-02    0.63031E-02    0.61541E-02    0.61901E-02    0.63550E-02    0.62661E-02    0.62079E-02    0.64230E-02    0.41962E-04    0.61178E-02    0.57261E-02    0.63331E-02    0.61989E-04    0.61660E-02    0.62048E-02    0.60349E-02    0.60310E-02    0.61958E-02    0.63789E-02    0.62890E-02    0.61948E-02    0.59512E-02    0.60861E-02    0.61810E-02    0.61731E-02    0.61741E-02    0.61941E-02    0.61100E-02    0.21935E-04    0.18120E-04    0.29087E-04    0.15020E-04    0.15020E-04    0.15974E-04    0.63472E-02    0.60320E-02    0.60720E-02    0.61071E-02    0.60849E-02    0.61910E-02    0.42915E-04    0.61350E-02    0.62830E-02    0.62721E-02    0.60081E-04    0.62399E-02    0.61522E-02    0.61021E-02    0.62671E-02    0.60971E-02    0.65889E-02    0.61252E-02    0.60520E-02    0.60441E-02    0.63500E-02    0.67010E-02    0.69878E-02    0.64430E-02    0.64192E-02    0.64631E-02    0.56028E-04    0.64340E-02    0.68488E-02    0.66299E-02    0.65699E-02    0.68939E-02    0.64259E-02    0.61002E-02    0.68188E-04    0.62060E-02    0.60980E-02    0.59910E-02
n01p267.cluster         0.47922E-04    0.17881E-04    0.30041E-04    0.15974E-04    0.59128E-04    0.00000E+00    0.36955E-04    0.30041E-04    0.61901E-02    0.42915E-04    0.62981E-02    0.60401E-02    0.55580E-02    0.32902E-04    0.60380E-02    0.63140E-02    0.63369E-02    0.59931E-02    0.58799E-02    0.60308E-02    0.63639E-02    0.35048E-04    0.61791E-02    0.60339E-02    0.59412E-02    0.60639E-02    0.59481E-02    0.58641E-02    0.59800E-02    0.61519E-02    0.60768E-02    0.59478E-02    0.58670E-02    0.61369E-02    0.60031E-02    0.60871E-02    0.59700E-02    0.37909E-04    0.58160E-02    0.60179E-02    0.58270E-02    0.54121E-04    0.60120E-02    0.58131E-02    0.60539E-02    0.61049E-02    0.60070E-02    0.61660E-02    0.61240E-02    0.59910E-02    0.59261E-02    0.58529E-02    0.57020E-02    0.57752E-02    0.59211E-02    0.58949E-02    0.30041E-04    0.25034E-04    0.25988E-04    0.19073E-04    0.19073E-04    0.21935E-04    0.60461E-02    0.59841E-02    0.59390E-02    0.62060E-02    0.62709E-02    0.60811E-02    0.58150E-02    0.36001E-04    0.59822E-02    0.60000E-02    0.61190E-02    0.56982E-04    0.57268E-02    0.57240E-02    0.59080E-02    0.58212E-02    0.59130E-02    0.58279E-02    0.59741E-02    0.62380E-02    0.59881E-02    0.61359E-02    0.57309E-02    0.60768E-02    0.58951E-02    0.61641E-02    0.56510E-02    0.57936E-04    0.60799E-02    0.58081E-02    0.58970E-02    0.58191E-02    0.58601E-02    0.58491E-02    0.58889E-02    0.60081E-04    0.59221E-02    0.60220E-02
n01p268.cluster         0.70095E-04    0.36001E-04    0.38862E-04    0.20027E-04    0.41008E-04    0.39101E-04    0.00000E+00    0.42915E-04    0.22173E-04    0.30041E-04    0.20981E-04    0.25988E-04    0.32902E-04    0.62680E-02    0.40054E-04    0.58639E-02    0.62101E-02    0.61779E-02    0.36955E-04    0.64890E-02    0.62230E-02    0.65160E-02    0.39816E-04    0.60649E-02    0.57411E-02    0.60830E-02    0.58410E-02    0.61450E-02    0.62180E-02    0.65019E-02    0.41008E-04    0.59130E-02    0.60301E-02    0.61290E-02    0.60918E-02    0.61541E-02    0.61371E-02    0.63329E-02    0.40054E-04    0.64430E-02    0.62740E-02    0.50068E-04    0.54836E-04    0.57590E-02    0.60699E-02    0.61960E-02    0.63970E-02    0.66130E-02    0.65529E-02    0.70379E-02    0.63949E-02    0.40054E-04    0.68481E-02    0.65899E-02    0.72300E-02    0.62549E-02    0.66030E-02    0.62261E-02    0.64330E-02    0.71690E-02    0.63460E-02    0.66118E-02    0.36955E-04    0.32902E-04    0.24080E-04    0.23842E-04    0.33140E-04    0.30041E-04    0.59140E-02    0.59938E-02    0.46015E-04    0.60000E-02    0.60790E-02    0.62001E-02    0.54121E-04    0.61541E-02    0.60699E-02    0.61660E-02    0.61080E-02    0.59590E-02    0.63691E-02    0.61929E-02    0.62640E-02    0.62711E-02    0.57800E-02    0.58701E-02    0.63491E-02    0.65110E-02    0.64561E-02    0.62439E-02    0.75102E-04    0.63760E-02    0.60070E-02    0.62110E-02    0.60380E-02    0.64101E-02    0.65160E-02    0.63860E-02    0.80109E-04    0.59371E-02
n01p268.cluster         0.91076E-04    0.46015E-04    0.36955E-04    0.34094E-04    0.34094E-04    0.33140E-04    0.36955E-04    0.00000E+00    0.24080E-04    0.29802E-04    0.17881E-04    0.27895E-04    0.59822E-02    0.57020E-02    0.59590E-02    0.50068E-04    0.61450E-02    0.59140E-02    0.62191E-02    0.59280E-02    0.61588E-02    0.69728E-02    0.63448E-02    0.47922E-04    0.60740E-02    0.60270E-02    0.61212E-02    0.61510E-02    0.58742E-02    0.65012E-02    0.62001E-02    0.67470E-02    0.65310E-02    0.67050E-02    0.64240E-02    0.68901E-02    0.61829E-02    0.60768E-02    0.57809E-02    0.61035E-04    0.59929E-02    0.63372E-02    0.59800E-02    0.72956E-04    0.60461E-02    0.61851E-02    0.59781E-02    0.62032E-02    0.64480E-02    0.62339E-02    0.60649E-02    0.60809E-02    0.63519E-02    0.63381E-02    0.62809E-02    0.59030E-02    0.60349E-02    0.60861E-02    0.60880E-02    0.60170E-02    0.57580E-02    0.60241E-02    0.36955E-04    0.33855E-04    0.30994E-04    0.30041E-04    0.16928E-04    0.31948E-04    0.61681E-02    0.61760E-02    0.69818E-02    0.46968E-04    0.62649E-02    0.65799E-02    0.60461E-02    0.80109E-04    0.61340E-02    0.60489E-02    0.59850E-02    0.61131E-02    0.62039E-02    0.60930E-02    0.59741E-02    0.59190E-02    0.62900E-02    0.62420E-02    0.59078E-02    0.59071E-02    0.62702E-02    0.60470E-02    0.58951E-02    0.62943E-04    0.60611E-02    0.62270E-02    0.59431E-02    0.59631E-02    0.59252E-02    0.62399E-02    0.62449E-02    0.82016E-04
n01p268.cluster         0.71049E-04    0.36001E-04    0.35048E-04    0.42200E-04    0.32902E-04    0.20981E-04    0.47922E-04    0.58174E-04    0.00000E+00    0.11921E-04    0.25034E-04    0.15974E-04    0.46968E-04    0.56641E-02    0.63031E-02    0.58498E-02    0.44823E-04    0.59438E-02    0.63689E-02    0.60129E-02    0.58680E-02    0.59309E-02    0.59969E-02    0.60992E-02    0.41962E-04    0.59800E-02    0.59159E-02    0.58560E-02    0.59130E-02    0.61929E-02    0.59950E-02    0.59052E-02    0.62490E-02    0.60930E-02    0.61359E-02    0.60110E-02    0.60880E-02    0.60751E-02    0.61400E-02    0.62480E-02    0.46015E-04    0.60091E-02    0.59412E-02    0.59271E-02    0.63896E-04    0.61638E-02    0.59571E-02    0.62618E-02    0.59721E-02    0.62768E-02    0.60430E-02    0.60489E-02    0.61052E-02    0.62392E-02    0.61810E-02    0.61898E-02    0.60861E-02    0.62699E-02    0.60720E-02    0.59919E-02    0.61491E-02    0.60270E-02    0.20027E-04    0.16928E-04    0.14067E-04    0.14067E-04    0.26941E-04    0.17166E-04    0.59960E-02    0.61958E-02    0.61090E-02    0.62218E-02    0.44823E-04    0.60899E-02    0.59302E-02    0.59412E-02    0.56028E-04    0.59550E-02    0.59650E-02    0.61860E-02    0.61390E-02    0.60592E-02    0.60470E-02    0.62151E-02    0.62420E-02    0.59800E-02    0.59350E-02    0.62690E-02    0.63570E-02    0.61421E-02    0.63601E-02    0.64430E-02    0.58174E-04    0.59960E-02    0.61791E-02    0.60549E-02    0.63131E-02    0.58250E-02    0.59910E-02    0.61879E-02
n01p268.cluster         0.61989E-04    0.27895E-04    0.97036E-04    0.28849E-04    0.49114E-04    0.30041E-04    0.25988E-04    0.27895E-04    0.34094E-04    0.00000E+00    0.10967E-04    0.11921E-04    0.60120E-02    0.28133E-04    0.59991E-02    0.58501E-02    0.60351E-02    0.37193E-04    0.61800E-02    0.60229E-02    0.56679E-02    0.58401E-02    0.58851E-02    0.57771E-02    0.59650E-02    0.33855E-04    0.61162E-02    0.61481E-02    0.59659E-02    0.60201E-02    0.63710E-02    0.61481E-02    0.61221E-02    0.59812E-02    0.59681E-02    0.61760E-02    0.61569E-02    0.59659E-02    0.57869E-02    0.59581E-02    0.61159E-02    0.35048E-04    0.57950E-02    0.58541E-02    0.58360E-02    0.61989E-04    0.61898E-02    0.58601E-02    0.62850E-02    0.58870E-02    0.63801E-02    0.58858E-02    0.58570E-02    0.59800E-02    0.61109E-02    0.61750E-02    0.61429E-02    0.61181E-02    0.60480E-02    0.59650E-02    0.58839E-02    0.59910E-02    0.20027E-04    0.18120E-04    0.15020E-04    0.15020E-04    0.15020E-04    0.16928E-04    0.58858E-02    0.59090E-02    0.60749E-02    0.61202E-02    0.38147E-04    0.42915E-04    0.59161E-02    0.60010E-02    0.60470E-02    0.56028E-04    0.60711E-02    0.60430E-02    0.59381E-02    0.60191E-02    0.61750E-02    0.62399E-02    0.62521E-02    0.59111E-02    0.59340E-02    0.60539E-02    0.60339E-02    0.61982E-02    0.59741E-02    0.61460E-02    0.61371E-02    0.56982E-04    0.63710E-02    0.62859E-02    0.62649E-02    0.64831E-02    0.59290E-02    0.63000E-02
